Age,Number of Dependents,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Total Refunds,Total Extra Data Charges,Satisfaction Score,Churn Label,CLTV,Under 30_No,Under 30_Yes,Senior Citizen_No,Senior Citizen_Yes,Married_No,Married_Yes,Dependents_No,Dependents_Yes,Offer_No,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Multiple Lines_No,Multiple Lines_Yes,Internet Service_No,Internet Service_Yes,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_No,Online Security_No,Online Security_Yes,Online Backup_No,Online Backup_Yes,Device Protection Plan_No,Device Protection Plan_Yes,Premium Tech Support_No,Premium Tech Support_Yes,Streaming TV_No,Streaming TV_Yes,Streaming Movies_No,Streaming Movies_Yes,Streaming Music_No,Streaming Music_Yes,Unlimited Data_No,Unlimited Data_Yes,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Paperless Billing_No,Paperless Billing_Yes,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,Pc_1,Pc_2
1.6090588777063775,0.0,1.5275584600211156,0.4772711516590301,0.0,0.0,0.10137532978611936,1,0.4129673424395093,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,-0.2155380695183613,0.9117737232297225
1.6677075870128577,0.0,-1.4591741486566596,0.6007621217270765,0.0,0.0,-1.2201823075708103,1,-0.36994106633766827,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,-4.0335214302966085,-0.5673614712848785
1.374464040480457,0.0,-0.3643631511652189,0.5414890984678798,0.0,0.0,-0.7796630951185004,1,0.6683545773882142,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,-0.08879878434357746,1.0105776306300953
-0.5022946573269086,0.0,-0.010235897237300175,-0.6980504063213363,0.0,0.0,0.10137532978611936,0,0.7043599908399989,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,2.0842910110421617,-0.2248142525076534
-0.03310498287506721,0.0,-1.4591741486566596,0.28848538496648446,0.0,0.0,0.9824137546907391,0,0.6482585326709391,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,-2.528640883284849,-0.6197955474693417
1.8436537149322982,0.0,-1.4591741486566596,0.19777251896391848,0.0,0.0,0.10137532978611936,1,-0.6404003348243297,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,-2.6115734259081034,-0.20376938595461008
-1.03013304108523,0.0,1.674787190134005,1.1055362911451465,0.0,0.0,-1.2201823075708103,1,1.3583187793479943,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,-0.6958583193729072,1.1766899162396953
-1.5579714248435517,0.0,1.7428885851201432,-1.9375899111105526,0.0,0.0,1.863452179595359,0,-0.5776001950828448,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0.10242806717677062,-1.5406868102831788
-1.5579714248435517,0.0,0.3095163668404725,1.1055362911451465,0.0,0.0,-1.2201823075708103,1,-0.050916356450925335,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,-1.8940016961053658,0.5852162830795977
-0.5609433666333887,0.0,-1.4591741486566596,-0.43890985399893934,0.0,0.0,-1.2201823075708103,1,0.4665567950189097,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,-1.5432846772219129,-0.3561667679442265
0.6120308194962146,0.0,1.0618746352587611,-0.33606808855469933,0.0,0.0,-0.7796630951185004,1,-0.45032524520676886,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0.5922346132410731,0.5496376026279348
-1.2060791690046706,0.0,0.9075114732901814,1.2157481529951086,0.0,0.0,0.9824137546907391,0,0.16595345945633563,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1.5711794169464093,0.7721083231162728
-1.3233765876176309,0.0,-1.379398228815755,1.2654537340011538,0.0,0.0,0.10137532978611936,1,-1.0632546090836608,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,-2.7587423660697157,1.0385848895953116
-0.5022946573269086,0.0,0.5378181862225739,-0.6980504063213363,0.0,0.0,0.10137532978611936,0,1.2260198182925997,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,-0.6522949227491628,-0.31318690919958003
-0.6195920759398689,0.0,-0.10492926550374002,0.09493075351967863,0.0,0.0,-1.2201823075708103,1,1.0133366783681044,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,2.3163875362608253,0.5984674746639803
-1.2647278783111506,0.0,1.12478735253167,1.0597702031126737,0.0,0.0,0.10137532978611936,1,-1.5514210286741363,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1.840285195786289,0.8140977892187714
-0.26769982010098786,0.0,1.6092801340044818,-1.9375899111105526,0.0,0.0,1.863452179595359,0,-0.6194669549105013,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0.7221579467238709,-1.674828180020407
-0.7368894945528293,0.0,1.5885254231515635,0.28848538496648446,0.0,0.0,-1.2201823075708103,1,-1.2357456595736058,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0.3794194715832799,0.36019434604390516
1.8436537149322982,0.0,1.486049038315279,0.33012629336122234,0.0,0.0,-0.7796630951185004,1,0.8810377173127095,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,-1.5693001634583899,0.8533714406792383
-0.7955382038593094,0.0,1.6358721072847833,0.5100492557245105,0.0,0.0,1.863452179595359,0,1.4303296062515636,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,2.4349546051535547,0.3753063354439772
-0.26769982010098786,0.0,-0.8760964906324858,-0.5576319593127251,0.0,0.0,-1.2201823075708103,1,-0.16730594877181057,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0.13101858867977068,-0.3389348533988202
0.8466256567221353,0.0,-0.6542805183919215,1.1346027292456944,0.0,0.0,0.9824137546907391,0,1.1347502818683084,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,-1.04582323604966,0.06816285765453083
-1.0887817503917103,0.0,-1.238006761130249,0.9410480977988882,0.0,0.0,0.9824137546907391,0,1.0099873375818917,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,2.6862210235707566,0.36672115960419194
-0.6195920759398689,0.0,-0.7801059529377387,0.44303577337051536,0.0,0.0,-1.2201823075708103,1,-0.9100222681144379,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,-2.379583717070119,0.23348617393482593
0.6706795288026948,0.0,0.15774754372850738,0.28848538496648446,0.0,0.0,0.9824137546907391,0,1.419444248696373,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,2.345977035377755,0.16523571660458017
1.2571666218674964,0.0,-0.8170752816444994,0.5716956836265287,0.0,0.0,0.10137532978611936,1,0.05291320792166292,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,2.774870042414339,0.4020912805341318
1.6677075870128577,0.0,0.6934785176194611,0.19777251896391848,0.0,0.0,-0.7796630951185004,1,-0.6069069269622044,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1.3276699369472373,0.21344175931802273
0.5533821101897345,0.0,-1.4591741486566596,0.037855076107910814,0.0,0.0,0.10137532978611936,1,0.2027962081046734,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,-0.7271765132692245,-0.7303338022200097
-0.15040240148802755,0.0,-1.3768038899591402,0.09493075351967863,0.0,0.0,0.9824137546907391,0,0.596343750484645,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,2.0308205824812973,-0.08324337343192906
1.1398692032545361,0.0,1.0359312466926134,0.40720749028027037,0.0,0.0,0.10137532978611936,0,-0.16730594877181057,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,3.0390448273523774,0.28926110813897793
-0.9714843317787499,0.0,1.6566268181377015,0.36963080871589915,0.0,0.0,0.10137532978611936,0,-0.18572732309597945,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1.0579308414491049,-0.1033634724734212
0.3187872729638138,0.0,-0.2236202681938665,0.6007621217270765,0.0,0.0,-1.2201823075708103,1,-1.2650523914529654,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,-0.22393273968855512,-0.3601657592345539
-1.6166201341500317,0.0,-1.4591741486566596,1.1055362911451465,0.0,0.0,-0.7796630951185004,1,0.9170431307644942,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,-4.130142910098433,-0.5632967100174809
-0.5609433666333887,0.0,1.4912377160285089,-1.9375899111105526,0.0,0.0,-1.2201823075708103,1,0.8617790077919876,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,-3.3842348972959835,-0.6558398883547377
0.6120308194962146,0.0,-1.4591741486566596,0.36963080871589915,0.0,0.0,0.10137532978611936,0,-1.1185187320561676,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,-2.0944486080912283,-0.7888941817352535
1.6090588777063775,0.0,-1.4591741486566596,-0.5576319593127251,0.0,0.0,-1.2201823075708103,1,0.2220549176253954,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,-1.2827378772411826,-0.9349053641084838
0.20148985435085345,0.0,-1.3573463485345292,0.6007621217270765,0.0,0.0,0.9824137546907391,0,-1.1268920840216987,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,-2.3561586664806202,0.6731643453459207
-0.03310498287506721,0.0,-0.24372639433263124,0.24446373527230422,0.0,0.0,0.10137532978611936,0,0.1927481857460358,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1.6959711929726329,-0.6814621091400357
-0.4436459480204284,0.0,-1.4591741486566596,0.6287713610382961,0.0,0.0,1.863452179595359,0,-1.4827595425567794,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,-1.2184439997136598,-1.181011527438773
-1.5579714248435517,0.0,-1.4591741486566596,1.1055362911451465,0.0,0.0,0.10137532978611936,1,1.2134597903443025,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,-3.1415498319462367,0.042889945103864895
0.7879769474156552,0.0,0.574138930215181,0.24446373527230422,0.0,0.0,-1.2201823075708103,1,1.2251824830960465,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,2.2018286594537044,0.4693466647962393
-0.6195920759398689,0.0,1.0236081371236931,0.33012629336122234,0.0,0.0,-1.2201823075708103,1,-1.882168431312623,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,-1.650945892445009,0.8595825499061448
-1.4993227155370714,0.0,-0.9156601581958613,1.2157481529951086,0.0,0.0,0.10137532978611936,1,0.3769619289877247,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,2.4360914134926115,0.13856134770566522
0.7879769474156552,0.0,0.3289739082650835,0.6287713610382961,0.0,0.0,0.10137532978611936,1,-1.8763070849367511,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,-1.0692586996941762,0.8891338021296662
0.8466256567221353,0.0,0.2407663871401807,-1.9375899111105526,0.0,0.0,0.10137532978611936,1,1.623754036655337,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0.6443322332133982,-1.9620076120406278
-1.5579714248435517,0.0,-1.1283959444382743,-1.9375899111105526,0.0,0.0,0.10137532978611936,0,1.1925264104304742,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,-4.074220565160346,-0.6579051759770702
0.14284114504437329,0.0,0.02349050789869205,0.5716956836265287,0.0,0.0,-0.7796630951185004,1,-0.1438605632683229,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,-2.426993276816721,0.7711615216803659
1.8436537149322982,0.0,-0.9176059123383226,0.5100492557245105,0.0,0.0,-1.2201823075708103,1,1.042643410247464,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,-2.565432197090967,0.9400619873329866
-0.03310498287506721,0.0,0.7829832081726715,-1.9375899111105526,0.0,0.0,-1.2201823075708103,1,-1.6142211684156211,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,-3.4810828220553023,-0.6413806115028862
-1.4993227155370714,0.0,0.7661200056046755,1.2654537340011538,0.0,0.0,0.9824137546907391,0,1.114654237151033,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,2.100123632912731,-1.0920760290356226
-0.3849972387139482,0.0,0.5384667709367277,0.6287713610382961,0.0,0.0,0.9824137546907391,0,-0.4369278820619188,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,-0.6078780540891046,0.39492168917861514
-0.9714843317787499,0.0,-1.4591741486566596,0.09493075351967863,0.0,0.0,0.9824137546907391,0,-0.11120449060275077,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,-4.236343391939127,-0.5381771505399093
-0.5022946573269086,0.0,1.7604003724022932,0.6287713610382961,0.0,0.0,-1.2201823075708103,1,-0.8003313573659777,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,2.2206733217875283,0.6149949729757379
0.6120308194962146,0.0,0.2576295897081767,-0.09080483414810245,0.0,0.0,-1.2201823075708103,1,-1.625943861167365,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,-1.5611394440985813,0.9991243161781078
0.729328238109175,0.0,-1.3768038899591402,0.09493075351967863,0.0,0.0,0.9824137546907391,0,0.8617790077919876,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1.814926058888579,-0.6812910761385218
-1.5579714248435517,0.0,-1.3618864415336052,-1.9375899111105526,0.0,0.0,1.863452179595359,0,0.6122531192191545,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,-4.265302223045019,-0.6613165744974707
-1.1474304596981904,0.0,1.7279711366946082,1.2028038281759472,0.0,0.0,-0.7796630951185004,1,-1.3178045088358128,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,-0.014648866078089795,0.9173718658962297
-0.4436459480204284,0.0,-0.828749806499266,0.19777251896391848,0.0,0.0,0.9824137546907391,0,1.6672954668760998,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,2.4246145810332242,-0.6052362011614645
-1.0887817503917103,0.0,0.6156483519210175,1.2157481529951086,0.0,0.0,0.9824137546907391,0,0.4422740743188689,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1.728404149347521,-0.797340534269439
0.9052743660286154,0.0,1.1889972392328858,-1.9375899111105526,0.0,0.0,0.10137532978611936,1,0.5084235548465662,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,-3.429999682416565,-0.6560758888863945
1.1985179125610164,0.0,-0.3974409715870573,-0.33606808855469933,0.0,0.0,-1.2201823075708103,1,-1.1310787600044645,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,-2.2583235202438163,1.2230648718377053
-1.3233765876176309,0.0,1.685164545560464,1.2028038281759472,0.0,0.0,-1.2201823075708103,1,0.5862957281260074,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,-0.929591571872892,0.7248883820006186
0.6120308194962146,0.0,0.23817204828356597,-1.9375899111105526,0.0,0.0,0.9824137546907391,0,0.17516414661842006,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,-1.740517153652294,-0.9579297795987458
0.7879769474156552,0.0,0.5436554486499572,-0.869908696073317,0.0,0.0,-0.7796630951185004,1,0.6206264711846858,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0.1093567930415608,0.6511721629814581
-0.4436459480204284,0.0,0.41328992110506413,-1.9375899111105526,0.0,0.0,0.10137532978611936,0,1.7920584111625162,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0.8733765153759439,-1.845628628721129
